Datetime,USGS_flow,variable,USGS_ID,measurement_unit,qualifiers,series
1986-10-27,233.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-10-28,233.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-10-29,233.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-10-30,231.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-10-31,236.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-01,233.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-02,230.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-03,230.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-04,227.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-05,227.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-06,228.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-07,231.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-08,233.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-09,235.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-10,232.79167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-11,226.54167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-12,234.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-13,236.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-14,236.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-15,237.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-16,236.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-17,233.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-18,233.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-19,237.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-20,240.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-21,234.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-22,234.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-23,231.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-24,228.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-25,229.75,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-26,227.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-27,225.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-28,223.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-29,221.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-11-30,221.625,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-01,219.16667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-02,220.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-03,220.16667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-04,219.75,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-05,219.75,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-06,221.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-07,220.33333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-08,219.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-09,219.95833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-10,215.08333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-11,216.20833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-12,217.45833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-13,218.58333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-14,219.08333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-15,218.41667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-16,219.16667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-17,217.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-18,216.58333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-19,218.79167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-20,218.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-21,216.75,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-22,214.66667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-23,217.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-24,208.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-25,167.41667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-26,167.20833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-27,167.08333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-28,166.75,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-29,164.95833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-30,166.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1986-12-31,163.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-01,165.20833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-02,168.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-03,164.33333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-04,168.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-05,171.33333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-06,166.75,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-07,168.70833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-08,167.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-09,171.71428,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-10,,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-11,,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-12,163.52942,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-13,163.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-14,166.625,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-15,163.20833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-16,167.57143,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-17,,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-18,169.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-19,169.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-20,169.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-21,,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-22,,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-23,166.17647,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-24,166.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-25,168.70833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-26,171.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-27,171.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-28,176.16667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-29,175.625,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-30,174.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-01-31,174.33333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-01,174.91667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-02,177.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-03,174.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-04,176.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-05,177.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-06,176.66667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-07,176.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-08,176.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-09,176.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-10,176.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-11,179.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-12,181.54167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-13,181.75,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-14,190.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-15,183.91667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-16,184.16667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-17,181.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-18,179.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-19,144.45833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-20,128.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-21,183.45833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-22,182.29167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-23,183.54167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-24,181.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-25,182.54167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-26,182.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-27,183.625,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-02-28,181.66667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-01,182.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-02,182.625,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-03,183.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-04,184.20833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-05,192.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-06,200.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-07,229.75,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-08,254.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-09,248.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-10,235.66667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-11,225.20833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-12,208.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-13,225.91667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-14,214.16667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-15,207.20833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-16,187.95833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-17,212.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-18,221.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-19,214.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-20,196.79167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-21,188.58333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-22,201.625,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-23,166.29167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-24,163.33333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-25,163.54167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-26,163.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-27,163.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-28,155.16667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-29,152.58333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-30,150.66667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-03-31,151.625,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-01,157.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-02,177.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-03,182.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-04,195.66667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-05,178.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-06,176.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-07,181.33333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-08,175.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-09,172.45833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-10,165.41667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-11,161.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-12,147.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-13,131.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-14,110.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-15,73.333336,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-16,70.083336,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-17,72.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-18,71.708336,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-19,70.708336,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-20,62.041668,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-21,57.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-22,57.444443,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-23,56.44,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-24,52.96,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-25,49.04,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-26,48.2,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-27,44.48,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-28,39.88,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-29,33.36,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-04-30,30.56,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-01,30.92,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-02,107.52,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-03,104.08,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-04,98.84,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-05,89.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-06,78.56,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-07,74.96,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-08,76.36,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-09,76.64,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-10,77.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-11,76.08,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-12,72.68,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-13,73.88,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-14,69.6,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-15,71.6,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-16,69.52,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-17,65.44,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-18,79.88,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-19,84.6,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-20,87.2,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-21,97.08,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-22,106.68,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-23,112.44,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-24,112.12,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-25,111.56,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-26,136.8,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-27,211.70833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-28,210.41667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-29,214.625,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-30,220.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-05-31,197.33333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-01,194.16667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-02,211.33333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-03,232.58333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-04,243.625,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-05,234.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-06,240.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-07,247.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-08,276.625,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-09,287.58334,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-10,301.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-11,266.79166,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-12,248.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-13,255.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-14,255.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-15,235.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-16,225.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-17,214.91667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-18,204.20833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-19,187.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-20,199.16667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-21,195.75,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-22,180.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-23,188.95833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-24,172.29167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-25,188.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-26,177.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-27,182.91667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-28,158.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-29,162.41667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-06-30,176.70833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-01,174.70833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-02,174.08333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-03,173.08333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-04,177.70833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-05,175.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-06,178.16667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-07,189.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-08,185.29167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-09,178.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-10,175.79167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-11,182.91667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-12,181.54167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-13,175.29167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-14,172.54167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-15,169.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-16,172.54167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-17,173.33333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-18,188.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-19,189.54167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-20,195.70833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-21,215.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-22,102.833336,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-23,183.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-24,212.20833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-25,206.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-26,213.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-27,218.70833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-28,221.75,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-29,205.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-30,202.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-07-31,210.08333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-01,188.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-02,193.41667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-03,196.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-04,182.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-05,200.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-06,195.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-07,189.29167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-08,190.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-09,197.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-10,193.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-11,204.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-12,203.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-13,190.95833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-14,183.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-15,212.16667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-16,208.33333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-17,203.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-18,207.58333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-19,206.20833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-20,206.79167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-21,206.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-22,222.41667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-23,192.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-24,210.75,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-25,223.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-26,220.41667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-27,219.41667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-28,220.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-29,219.625,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-30,209.08333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-08-31,202.75,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-01,209.91667,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-02,211.625,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-03,208.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-04,182.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-05,222.04167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-06,216.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-07,217.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-08,216.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-09,215.45833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-10,217.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-11,186.5,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-12,156.83333,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-13,201.70833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-14,206.79167,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-15,211.20833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-16,216.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-17,212.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-18,213.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-19,210.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-20,211.20833,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-21,212.875,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-22,216.25,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-23,216.125,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-24,213.625,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-25,213.0,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-26,214.75,streamflow,10130500,ft3/s,"['A', '[91]']",0
1987-09-27,215.375,streamflow,10130500,ft3/s,"['A', '[91]']",0
